query_id,best_hit
sp|Q6ZRT6|PR23B_HUMAN,2NC8_A
tr|Q6ZWG5|Q6ZWG5_HUMAN,6JIF_B
tr|U3KQ91|U3KQ91_HUMAN,6R4P_A
tr|A0A075B791|A0A075B791_HUMAN,6FEC_w
tr|A0A087WV17|A0A087WV17_HUMAN,5EIQ_A
tr|A0A087WW97|A0A087WW97_HUMAN,3SV0_A
tr|A0A087WWQ3|A0A087WWQ3_HUMAN,1RJ8_G
tr|A0A087WYU6|A0A087WYU6_HUMAN,4JOD_A
tr|A0A096LNW4|A0A096LNW4_HUMAN,5YUD_A
tr|A0A0A0MST6|A0A0A0MST6_HUMAN,7LSF_E
tr|A0A0G2JMS0|A0A0G2JMS0_HUMAN,3VH8_G
tr|A0A0G2JPW2|A0A0G2JPW2_HUMAN,6AED_A
tr|A0A0G2JRP8|A0A0G2JRP8_HUMAN,6K06_A
tr|A0A1B0GTJ3|A0A1B0GTJ3_HUMAN,6QVC_A
tr|A0A1B0GU52|A0A1B0GU52_HUMAN,3BES_R
tr|A0A1W2PNY0|A0A1W2PNY0_HUMAN,4YXD_D
tr|A0A1W2PPV0|A0A1W2PPV0_HUMAN,5DWB_A
tr|A0A2R8Y4N9|A0A2R8Y4N9_HUMAN,2Z80_A
tr|A0A2R8Y4P2|A0A2R8Y4P2_HUMAN,6ZNL_Z
tr|A0A2R8Y655|A0A2R8Y655_HUMAN,2K21_A
tr|A0A2R8Y7B0|A0A2R8Y7B0_HUMAN,6F8D_C
tr|A0A2R8Y7I4|A0A2R8Y7I4_HUMAN,3EDY_A
tr|A0A3B3ISI3|A0A3B3ISI3_HUMAN,4TU3_X
tr|A0A494C0S1|A0A494C0S1_HUMAN,4KLZ_A
tr|A0A590UJC2|A0A590UJC2_HUMAN,2LQ4_p
tr|A0A590UJP2|A0A590UJP2_HUMAN,6J8E_A
tr|A0A6Q8PG89|A0A6Q8PG89_HUMAN,3BHW_B
tr|A0A6Q8PH43|A0A6Q8PH43_HUMAN,3ZZZ_A
tr|A0A6Q8PHE6|A0A6Q8PHE6_HUMAN,7RYQ_B
tr|A0A7I2V571|A0A7I2V571_HUMAN,7RRO_R
tr|A0A7I2V5E5|A0A7I2V5E5_HUMAN,6NU2_g
tr|A0A7P0S768|A0A7P0S768_HUMAN,5JHE_A
tr|A0A7P0T9E7|A0A7P0T9E7_HUMAN,1NM8_A
tr|A0A7P0TAK1|A0A7P0TAK1_HUMAN,6QX9_5J
tr|A0A804HKZ5|A0A804HKZ5_HUMAN,4D1E_A
tr|A0A804HL83|A0A804HL83_HUMAN,2BW3_A
tr|A0A8I5KVN1|A0A8I5KVN1_HUMAN,6UI7_B
tr|A0A8I5KWM3|A0A8I5KWM3_HUMAN,7D3F_D
tr|A0A8Q3SHQ4|A0A8Q3SHQ4_HUMAN,6SO3_B
tr|A0A8V8TL42|A0A8V8TL42_HUMAN,5MZV_C
tr|A0A8V8TMB5|A0A8V8TMB5_HUMAN,7P3Z_B
tr|A0A994J517|A0A994J517_HUMAN,7QVF_A
tr|A0A994J7I4|A0A994J7I4_HUMAN,2CJS_C
tr|A0A994J7N9|A0A994J7N9_HUMAN,2XKX_B
tr|A0A994J7X1|A0A994J7X1_HUMAN,6TBM_C
tr|A0A9L9PX32|A0A9L9PX32_HUMAN,3J4Q_C
tr|A2A3Z5|A2A3Z5_HUMAN,6HSV_L
tr|B0QY18|B0QY18_HUMAN,7AIH_Ay
tr|B3KVY5|B3KVY5_HUMAN,2Q10_B
tr|B7ZBA9|B7ZBA9_HUMAN,1ZLG_A
tr|B9A034|B9A034_HUMAN,5BNQ_R
tr|C9IYI6|C9IYI6_HUMAN,1ZC0_A
tr|C9IZC3|C9IZC3_HUMAN,1WJ7_A
tr|C9J7C5|C9J7C5_HUMAN,6BCX_Y
tr|C9JAM9|C9JAM9_HUMAN,4YKN_A
tr|C9JIU4|C9JIU4_HUMAN,3NPI_A
tr|C9JKP4|C9JKP4_HUMAN,6E9C_A
tr|C9JNB9|C9JNB9_HUMAN,6QAJ_B
tr|C9JR62|C9JR62_HUMAN,1SJJ_A
tr|C9JTE5|C9JTE5_HUMAN,6ZNL_Z
tr|C9JVY2|C9JVY2_HUMAN,7JTK_M
tr|C9JW89|C9JW89_HUMAN,2ZXD_A
tr|C9K059|C9K059_HUMAN,7EEB_L
tr|C9K0U4|C9K0U4_HUMAN,1KVE_C
tr|D6R929|D6R929_HUMAN,6ARX_B
tr|D6RAP6|D6RAP6_HUMAN,5BPW_A
tr|D6RAQ0|D6RAQ0_HUMAN,2QQP_G
tr|D6RB62|D6RB62_HUMAN,7ASE_f
tr|D6RB63|D6RB63_HUMAN,3RMR_B
tr|D6RC17|D6RC17_HUMAN,3VUF_A
tr|D6REL4|D6REL4_HUMAN,6Q8I_L
tr|E5RFN5|E5RFN5_HUMAN,3WE9_A
tr|E5RHD6|E5RHD6_HUMAN,1UOC_B
tr|E5RIK1|E5RIK1_HUMAN,2LRR_A
tr|E5RIM1|E5RIM1_HUMAN,3HTK_C
tr|E5RJF1|E5RJF1_HUMAN,5T7C_A
tr|E9PI12|E9PI12_HUMAN,6LTH_L
tr|E9PKU9|E9PKU9_HUMAN,7PHH_B
tr|E9PLE2|E9PLE2_HUMAN,6FEC_w
tr|E9PQ95|E9PQ95_HUMAN,5X8R_f
tr|F5H7N1|F5H7N1_HUMAN,7RFP_A
tr|F8VRQ9|F8VRQ9_HUMAN,4NLH_A
tr|F8VV63|F8VV63_HUMAN,2JU0_B
tr|F8VWH5|F8VWH5_HUMAN,7F4G_R
tr|F8W1N3|F8W1N3_HUMAN,6GM5_A
tr|F8W7U6|F8W7U6_HUMAN,5DMD_B
tr|F8WCD2|F8WCD2_HUMAN,1RSO_B
tr|F8WEJ4|F8WEJ4_HUMAN,6FVI_A
tr|G3V1A8|G3V1A8_HUMAN,6GBI_A
tr|G3V1M5|G3V1M5_HUMAN,1H2C_A
tr|G3V2V4|G3V2V4_HUMAN,6BI6_A
tr|G3V4U1|G3V4U1_HUMAN,7B00_A
tr|G3V569|G3V569_HUMAN,3EBC_B
tr|H0Y2Y1|H0Y2Y1_HUMAN,6V4X_D
tr|H0Y3D4|H0Y3D4_HUMAN,6MJ2_A
tr|H0Y448|H0Y448_HUMAN,6PW5_D
tr|H0Y6D8|H0Y6D8_HUMAN,7NVU_O
tr|H0Y873|H0Y873_HUMAN,3T9K_A
tr|H0Y8F3|H0Y8F3_HUMAN,6ULG_N
tr|H0Y8M8|H0Y8M8_HUMAN,5NV6_A
tr|H0Y8T5|H0Y8T5_HUMAN,3TTC_A
tr|H0Y9L2|H0Y9L2_HUMAN,7PLO_Q
tr|H0YA61|H0YA61_HUMAN,7DVQ_4
tr|H0YCY9|H0YCY9_HUMAN,6JBJ_B
tr|H0YD30|H0YD30_HUMAN,2KJ1_B
tr|H0YEL2|H0YEL2_HUMAN,6YIH_C
tr|H0YF88|H0YF88_HUMAN,4KXF_H
tr|H0YG35|H0YG35_HUMAN,5I6R_A
tr|H0YGI1|H0YGI1_HUMAN,6B3Y_B
tr|H0YI54|H0YI54_HUMAN,3TNU_A
tr|H0YL71|H0YL71_HUMAN,5X6H_B
tr|H0YM60|H0YM60_HUMAN,3U28_B
tr|H0YMB1|H0YMB1_HUMAN,7CC7_A
tr|H3BLW0|H3BLW0_HUMAN,6KGX_b1
tr|H3BMC4|H3BMC4_HUMAN,7RRO_c
tr|H3BN18|H3BN18_HUMAN,2L73_A
tr|H3BNP9|H3BNP9_HUMAN,6MP5_B
tr|H3BPW9|H3BPW9_HUMAN,2VC8_A
tr|H3BQD0|H3BQD0_HUMAN,5H48_A
tr|H3BSY4|H3BSY4_HUMAN,1RI9_A
tr|H3BUM1|H3BUM1_HUMAN,6N9D_B
tr|H3BVA4|H3BVA4_HUMAN,7N9F_V
tr|H7BXH6|H7BXH6_HUMAN,5GZT_B
tr|H7BZK1|H7BZK1_HUMAN,5EC6_A
tr|H7C0X2|H7C0X2_HUMAN,4U4V_A
tr|H7C1R9|H7C1R9_HUMAN,6ZYA_A
tr|H7C2I7|H7C2I7_HUMAN,3U02_B
tr|H7C2M9|H7C2M9_HUMAN,7YXX_A
tr|H7C3F3|H7C3F3_HUMAN,7AOA_A
tr|H7C3I3|H7C3I3_HUMAN,6CET_D
tr|H7C4I8|H7C4I8_HUMAN,5NPF_A
tr|H7C607|H7C607_HUMAN,4C5H_B
tr|I3L100|I3L100_HUMAN,4KG0_A
tr|I3L2H6|I3L2H6_HUMAN,1I2C_A
tr|I3L331|I3L331_HUMAN,2C4K_F
tr|I3L400|I3L400_HUMAN,6Z3R_A
tr|I3L495|I3L495_HUMAN,1UUJ_D
tr|I3L530|I3L530_HUMAN,4RUW_A
tr|J3KN11|J3KN11_HUMAN,5ZWM_O
tr|J3KRP5|J3KRP5_HUMAN,6ZXG_k
tr|J3QLA8|J3QLA8_HUMAN,2QAG_A
tr|J3QLG6|J3QLG6_HUMAN,6JD6_B
tr|J3QQM3|J3QQM3_HUMAN,6WCQ_C
tr|J3QRD1|J3QRD1_HUMAN,5MYP_A
tr|K7EID2|K7EID2_HUMAN,6LDQ_C
tr|K7EIU1|K7EIU1_HUMAN,7D3F_D
tr|K7EIY0|K7EIY0_HUMAN,7F5N_B
tr|K7EIY3|K7EIY3_HUMAN,5Y2D_A
tr|K7EL91|K7EL91_HUMAN,5XQI_B
tr|K7ENI8|K7ENI8_HUMAN,1KEQ_A
tr|K7EP26|K7EP26_HUMAN,1C8B_B
tr|K7EPT2|K7EPT2_HUMAN,3TBO_A
tr|K7EPW5|K7EPW5_HUMAN,2PQN_B
tr|K7ES00|K7ES00_HUMAN,6UPH_E
tr|M0QYA3|M0QYA3_HUMAN,5UXM_A
tr|M0QYL5|M0QYL5_HUMAN,6HXV_A
tr|M0R0Y2|M0R0Y2_HUMAN,6AU8_A
tr|M0R1C8|M0R1C8_HUMAN,6QNX_C
tr|M0R2C3|M0R2C3_HUMAN,6TBM_B
tr|Q1T7F6|Q1T7F6_HUMAN,5JXT_K
tr|Q5SZM1|Q5SZM1_HUMAN,3QWL_A
tr|Q5W197|Q5W197_HUMAN,3O7Q_A
sp|Q8NA96|YE027_HUMAN,6TBM_C
tr|Q96J85|Q96J85_HUMAN,7LMB_H
tr|Q96QC4|Q96QC4_HUMAN,1HYR_C
tr|S4R383|S4R383_HUMAN,5W2J_B
tr|U3KPT4|U3KPT4_HUMAN,6JEO_cM
tr|X6R700|X6R700_HUMAN,6YWY_77
sp|A2A2Y4|FRMD3_HUMAN,6D21_A
sp|A2VEC9|SSPO_HUMAN,7KWO_V
sp|O00339|MATN2_HUMAN,4CN9_B
sp|O15466|SIA8E_HUMAN,5CXY_A
sp|O43679|LDB2_HUMAN,6TYD_V
sp|P02748|CO9_HUMAN,7NYD_G
sp|P0C5Z0|H2AB2_HUMAN,6M4G_G
sp|P11182|ODB2_HUMAN,6H55_A
sp|P13378|HXD8_HUMAN,6T90_K
sp|P14923|PLAK_HUMAN,3C2G_A
sp|P35462|DRD3_HUMAN,7CMV_R
sp|P35498|SCN1A_HUMAN,6J8E_A
sp|P40145|ADCY8_HUMAN,6R4P_A
sp|P42574|CASP3_HUMAN,3J9K_L
sp|P43235|CATK_HUMAN,5Z5O_A
sp|P46977|STT3A_HUMAN,6S7T_A
sp|P52756|RBM5_HUMAN,7DVQ_4
sp|P56159|GFRA1_HUMAN,4UX8_C
sp|Q03252|LMNB2_HUMAN,7D9N_A
sp|Q05195|MAD1_HUMAN,5I50_B
sp|Q13286|CLN3_HUMAN,6OB7_A
sp|Q13765|NACA_HUMAN,7QWR_t
sp|Q15406|NR6A1_HUMAN,7KW7_F
sp|Q5SRE7|PHYD1_HUMAN,3OBZ_A
sp|Q5VWP2|TET5C_HUMAN,6JYJ_C
sp|Q6FHJ7|SFRP4_HUMAN,5XGP_A
sp|Q6UXG8|BTNL9_HUMAN,4B3N_A
sp|Q70CQ1|UBP49_HUMAN,6TBM_Q
sp|Q7L0X0|TRIL_HUMAN,5HDH_A
sp|Q7Z2W4|ZCCHV_HUMAN,3U9G_A
sp|Q7Z7B0|FLIP1_HUMAN,6Z47_G
sp|Q86YR7|MF2L2_HUMAN,1KZ7_A
sp|Q8N884|CGAS_HUMAN,7BUQ_A
sp|Q8TAI7|REBL1_HUMAN,3OES_A
sp|Q8WY98|TM234_HUMAN,7SZT_C
sp|Q96FE7|P3IP1_HUMAN,4DUR_A
sp|Q96IZ7|RSRC1_HUMAN,7DVQ_8
sp|Q96LI6|HSFY1_HUMAN,7DCJ_A
sp|Q9BRK4|LZTS2_HUMAN,7DL2_D
sp|Q9BYR0|KRA47_HUMAN,2L6M_A
sp|Q9HD47|MOG1_HUMAN,5YFG_A
sp|Q9NQG6|MID51_HUMAN,4OAG_A
sp|Q9NR83|S2A4R_HUMAN,7DTA_A
sp|Q9NRF2|SH2B1_HUMAN,1V5M_A
sp|Q9UBN6|TR10D_HUMAN,7RFP_A
sp|Q9UHP7|CLC2D_HUMAN,5T1D_C
sp|Q9UIF8|BAZ2B_HUMAN,5AGQ_A
sp|Q9UK23|NAGPA_HUMAN,6U11_A
sp|Q9ULV1|FZD4_HUMAN,5V56_A
sp|Q9UPZ9|CILK1_HUMAN,3N9X_A
tr|A0A669KA35|A0A669KA35_HUMAN,7LCU_A
sp|O15375|MOT6_HUMAN,7CKO_A
sp|Q6P4D5|PBIR3_HUMAN,5HIZ_A
sp|Q6ZMY3|SPOC1_HUMAN,4BXZ_X
sp|Q8NHQ8|RASF8_HUMAN,2CS4_A
sp|Q99442|SEC62_HUMAN,7AFT_G
tr|A0A087X2G1|A0A087X2G1_HUMAN,6QX9_5X
tr|A0A1W2PSD3|A0A1W2PSD3_HUMAN,6V35_C
tr|A0A3B3IRX2|A0A3B3IRX2_HUMAN,1U73_A
sp|A0A5B6|TVB28_HUMAN,5WTS_A
sp|A2RRL7|TM213_HUMAN,7DDQ_X
sp|A6NCK2|TR43B_HUMAN,4CFG_B
sp|A6NKD2|TSPY2_HUMAN,5X7V_C
tr|C9JQV6|C9JQV6_HUMAN,3O65_E
sp|C9JSJ3|MEIOS_HUMAN,6UPL_H
tr|F5H442|F5H442_HUMAN,4YC1_B
tr|H0YDX3|H0YDX3_HUMAN,1LW3_A
tr|H0YM90|H0YM90_HUMAN,6JK8_B
tr|H3BRB3|H3BRB3_HUMAN,5MIO_C
tr|H7BXU9|H7BXU9_HUMAN,6V6Q_A
tr|J3KN85|J3KN85_HUMAN,6YXH_A
sp|P62502|LCN6_HUMAN,3KQ0_A
tr|Q5T1J1|Q5T1J1_HUMAN,6DJZ_B
sp|Q8IV38|ANKY2_HUMAN,5VKQ_C
sp|Q8IZP2|ST134_HUMAN,2IF4_A
sp|Q8NH54|O56A3_HUMAN,7EXD_R
sp|Q9H321|VCX3B_HUMAN,6T9K_B
tr|A0A024RCV8|A0A024RCV8_HUMAN,1WB9_B
tr|A0A087WZB5|A0A087WZB5_HUMAN,6ANU_f
tr|A0A087X0Z9|A0A087X0Z9_HUMAN,6N13_B
tr|A0A0J9YYJ1|A0A0J9YYJ1_HUMAN,6H0A_A
tr|A0A0U1RQI9|A0A0U1RQI9_HUMAN,7YXX_A
tr|A0A0U1RQZ9|A0A0U1RQZ9_HUMAN,6LTJ_I
tr|A0A1W2PRI7|A0A1W2PRI7_HUMAN,2MBG_A
tr|A0A1W2PS91|A0A1W2PS91_HUMAN,6YOV_K
tr|A0A2R8Y5N2|A0A2R8Y5N2_HUMAN,7DL2_D
tr|A0A2R8YGC7|A0A2R8YGC7_HUMAN,5NUG_B
tr|A0A494C128|A0A494C128_HUMAN,7MQA_SA
tr|A0A5F9ZHY0|A0A5F9ZHY0_HUMAN,5SZP_A
tr|A0A669KB38|A0A669KB38_HUMAN,7K5B_A
tr|A0A6Q8PGG1|A0A6Q8PGG1_HUMAN,5XJA_A
tr|A0A7P0T8Y4|A0A7P0T8Y4_HUMAN,5DXF_B
tr|A0A804HI70|A0A804HI70_HUMAN,2GMH_A
tr|A0A804HLD4|A0A804HLD4_HUMAN,6UH5_M
tr|A0A8Q3WK70|A0A8Q3WK70_HUMAN,7MQA_NA
sp|B2RD01|CENP1_HUMAN,1IUF_A
tr|C9J1X0|C9J1X0_HUMAN,6VYC_B
tr|C9JYS1|C9JYS1_HUMAN,4WIQ_A
tr|D6R9P3|D6R9P3_HUMAN,7PY2_C
tr|D6RD79|D6RD79_HUMAN,4NE9_C
tr|E7EQN9|E7EQN9_HUMAN,6PCV_A
tr|E9PAT1|E9PAT1_HUMAN,1J2M_A
tr|E9PDH4|E9PDH4_HUMAN,7K2V_A
tr|E9PN48|E9PN48_HUMAN,5NZS_P
tr|E9PQA5|E9PQA5_HUMAN,4XM5_A
tr|F2Z309|F2Z309_HUMAN,5VFP_e
tr|F5H1Z4|F5H1Z4_HUMAN,2A1S_C
tr|F5H4M7|F5H4M7_HUMAN,7RRM_A
tr|G3V3U8|G3V3U8_HUMAN,6DO4_A
tr|H0Y9E9|H0Y9E9_HUMAN,4RLV_A
tr|H0YD26|H0YD26_HUMAN,3FMP_D
tr|H0YHX3|H0YHX3_HUMAN,6YOV_K
tr|H0YLB9|H0YLB9_HUMAN,3BVX_A
tr|H3BMT0|H3BMT0_HUMAN,4B90_A
tr|H3BP95|H3BP95_HUMAN,7WB4_O
tr|H3BUH7|H3BUH7_HUMAN,4D2J_A
tr|J3QS89|J3QS89_HUMAN,4ZR1_B
tr|K7EM85|K7EM85_HUMAN,1XA6_A
tr|Q5T1B5|Q5T1B5_HUMAN,6XY7_AAA
tr|Q5TBH1|Q5TBH1_HUMAN,5NCL_A
sp|Q6ZN92|DUTL_HUMAN,2BT1_A
sp|Q8IWD5|MFS6L_HUMAN,6E9C_A
sp|Q8WWR9|PDPFL_HUMAN,1M1C_B
sp|Q9P1G2|RBAS1_HUMAN,5W2B_A
tr|A0A075B6V7|A0A075B6V7_HUMAN,6ZKQ_c
tr|A0A087WUC8|A0A087WUC8_HUMAN,2PRV_B
tr|A0A087WUE6|A0A087WUE6_HUMAN,6ID1_W
tr|A0A087WUU3|A0A087WUU3_HUMAN,5YZ1_B
tr|A0A087WVH9|A0A087WVH9_HUMAN,6QNX_C
tr|A0A087WXC4|A0A087WXC4_HUMAN,3GHG_H
tr|A0A0A0MQU9|A0A0A0MQU9_HUMAN,4N78_F
tr|A0A0A0MRE7|A0A0A0MRE7_HUMAN,4O5P_A
tr|A0A0C4DH06|A0A0C4DH06_HUMAN,5J11_C
tr|A0A0G2JR18|A0A0G2JR18_HUMAN,7D3F_D
tr|A0A0U1RQJ0|A0A0U1RQJ0_HUMAN,6IGM_H
tr|A0A0U1RR38|A0A0U1RR38_HUMAN,1YDU_A
tr|A0A1B0GV46|A0A1B0GV46_HUMAN,4UM8_B
tr|A0A1W2PPY2|A0A1W2PPY2_HUMAN,3WJA_B
tr|A0A1X7SBT3|A0A1X7SBT3_HUMAN,3OP8_A
tr|A0A2Q2T6B6|A0A2Q2T6B6_HUMAN,7NH5_A
tr|A0A2R8YGJ0|A0A2R8YGJ0_HUMAN,5XMJ_E
tr|A0A3B3IRW8|A0A3B3IRW8_HUMAN,2H8H_A
tr|A0A3B3ITD5|A0A3B3ITD5_HUMAN,6Z1P_BQ
tr|A0A3B3IUC2|A0A3B3IUC2_HUMAN,6ZBJ_C
tr|A0A494BZR9|A0A494BZR9_HUMAN,2Q6O_B
tr|A0A494C0L2|A0A494C0L2_HUMAN,4EBA_C
tr|A0A494C1H1|A0A494C1H1_HUMAN,7ENN_K
tr|A0A494C1J6|A0A494C1J6_HUMAN,1GXD_A
tr|A0A5F9ZHE7|A0A5F9ZHE7_HUMAN,6VBU_9
tr|A0A669KB90|A0A669KB90_HUMAN,7NRC_A
tr|A0A6Q8PFE0|A0A6Q8PFE0_HUMAN,7F4F_B
tr|A0A6Q8PFT9|A0A6Q8PFT9_HUMAN,6HLU_A
tr|A0A6Q8PH83|A0A6Q8PH83_HUMAN,6VFF_B
tr|A0A6Q8PHJ1|A0A6Q8PHJ1_HUMAN,7MQY_A
tr|A0A7I2V468|A0A7I2V468_HUMAN,6XP5_a
tr|A0A7I2V5U6|A0A7I2V5U6_HUMAN,7AS4_L
tr|A0A7P0TB83|A0A7P0TB83_HUMAN,5AYL_A
tr|A0A804HHV5|A0A804HHV5_HUMAN,6VBU_2
tr|A0A804HI88|A0A804HI88_HUMAN,3J4R_A
tr|A0A804HIJ1|A0A804HIJ1_HUMAN,5H7Q_A
tr|A0A804HJ59|A0A804HJ59_HUMAN,6QNX_C
tr|A0A8I5FW65|A0A8I5FW65_HUMAN,7DL2_D
tr|A0A8I5KYB6|A0A8I5KYB6_HUMAN,6QK7_A
tr|A0A8I5QJ99|A0A8I5QJ99_HUMAN,7K7M_B
tr|A0A8I5QJA5|A0A8I5QJA5_HUMAN,4NEH_A
tr|A0A8I5QKY2|A0A8I5QKY2_HUMAN,7MEX_A
tr|A0A8Q3SIQ3|A0A8Q3SIQ3_HUMAN,4BXO_A
